FullDate,DateKey,Day,Month,Quarter,Year
2015-02-09,770,9,2,1,2015
2015-02-10,771,10,2,1,2015
2015-02-11,772,11,2,1,2015
2015-02-12,773,12,2,1,2015
2015-02-13,774,13,2,1,2015
2015-02-14,775,14,2,1,2015
2015-02-15,776,15,2,1,2015
2015-02-16,777,16,2,1,2015
2015-02-17,778,17,2,1,2015
2015-02-18,779,18,2,1,2015
2015-02-19,780,19,2,1,2015
2015-02-20,781,20,2,1,2015
2015-02-21,782,21,2,1,2015
2015-02-22,783,22,2,1,2015
2015-02-23,784,23,2,1,2015
2015-02-24,785,24,2,1,2015
2015-02-25,786,25,2,1,2015
2015-02-26,787,26,2,1,2015
2015-02-27,788,27,2,1,2015
2015-02-28,789,28,2,1,2015
2015-03-01,790,1,3,1,2015
2015-03-02,791,2,3,1,2015
2015-03-03,792,3,3,1,2015
2015-03-04,793,4,3,1,2015
2015-03-05,794,5,3,1,2015
2015-03-06,795,6,3,1,2015
2015-03-07,796,7,3,1,2015
2015-03-08,797,8,3,1,2015
2015-03-09,798,9,3,1,2015
2015-03-10,799,10,3,1,2015
2015-03-11,800,11,3,1,2015
2015-03-12,801,12,3,1,2015
2015-03-13,802,13,3,1,2015
2015-03-14,803,14,3,1,2015
2015-03-15,804,15,3,1,2015
2015-03-16,805,16,3,1,2015
2015-03-17,806,17,3,1,2015
2015-03-18,807,18,3,1,2015
2015-03-19,808,19,3,1,2015
2015-03-20,809,20,3,1,2015
2015-03-21,810,21,3,1,2015
2015-03-22,811,22,3,1,2015
2015-03-23,812,23,3,1,2015
2015-03-24,813,24,3,1,2015
2015-03-25,814,25,3,1,2015
2015-03-26,815,26,3,1,2015
2015-03-27,816,27,3,1,2015
2015-03-28,817,28,3,1,2015
2015-03-29,818,29,3,1,2015
2015-03-30,819,30,3,1,2015
2015-03-31,820,31,3,1,2015
2015-04-01,821,1,4,2,2015
2015-04-02,822,2,4,2,2015
2015-04-03,823,3,4,2,2015
2015-04-04,824,4,4,2,2015
2015-04-05,825,5,4,2,2015
2015-04-06,826,6,4,2,2015
2015-04-07,827,7,4,2,2015
2015-04-08,828,8,4,2,2015
2015-04-09,829,9,4,2,2015
2015-04-10,830,10,4,2,2015
2015-04-11,831,11,4,2,2015
2015-04-12,832,12,4,2,2015
2015-04-13,833,13,4,2,2015
2015-04-14,834,14,4,2,2015
2015-04-15,835,15,4,2,2015
2015-04-16,836,16,4,2,2015
2015-04-17,837,17,4,2,2015
2015-04-18,838,18,4,2,2015
2015-04-19,839,19,4,2,2015
2015-04-20,840,20,4,2,2015
2015-04-21,841,21,4,2,2015
2015-04-22,842,22,4,2,2015
2015-04-23,843,23,4,2,2015
2015-04-24,844,24,4,2,2015
2015-04-25,845,25,4,2,2015
2015-04-26,846,26,4,2,2015
2015-04-27,847,27,4,2,2015
2015-04-28,848,28,4,2,2015
2015-04-29,849,29,4,2,2015
2015-04-30,850,30,4,2,2015
2015-05-01,851,1,5,2,2015
2015-05-02,852,2,5,2,2015
2015-05-03,853,3,5,2,2015
2015-05-04,854,4,5,2,2015
2015-05-05,855,5,5,2,2015
2015-05-06,856,6,5,2,2015
2015-05-07,857,7,5,2,2015
2015-05-08,858,8,5,2,2015
2015-05-09,859,9,5,2,2015
2015-05-10,860,10,5,2,2015
2015-05-11,861,11,5,2,2015
2015-05-12,862,12,5,2,2015
2015-05-13,863,13,5,2,2015
2015-05-14,864,14,5,2,2015
2015-05-15,865,15,5,2,2015
2015-05-16,866,16,5,2,2015
2015-05-17,867,17,5,2,2015
2015-05-18,868,18,5,2,2015
2015-05-19,869,19,5,2,2015
2015-05-20,870,20,5,2,2015
2015-05-21,871,21,5,2,2015
2015-05-22,872,22,5,2,2015
2015-05-23,873,23,5,2,2015
2015-05-24,874,24,5,2,2015
2015-05-25,875,25,5,2,2015
2015-05-26,876,26,5,2,2015
2015-05-27,877,27,5,2,2015
2015-05-28,878,28,5,2,2015
2015-05-29,879,29,5,2,2015
2015-05-30,880,30,5,2,2015
2015-05-31,881,31,5,2,2015
2015-06-01,882,1,6,2,2015
2015-06-02,883,2,6,2,2015
2015-06-03,884,3,6,2,2015
2015-06-04,885,4,6,2,2015
2015-06-05,886,5,6,2,2015
2015-06-06,887,6,6,2,2015
2015-06-07,888,7,6,2,2015
2015-06-08,889,8,6,2,2015
2015-06-09,890,9,6,2,2015
2015-06-10,891,10,6,2,2015
2015-06-11,892,11,6,2,2015
2015-06-12,893,12,6,2,2015
2015-06-13,894,13,6,2,2015
2015-06-14,895,14,6,2,2015
2015-06-15,896,15,6,2,2015
2015-06-16,897,16,6,2,2015
2015-06-17,898,17,6,2,2015
2015-06-18,899,18,6,2,2015
2015-06-19,900,19,6,2,2015
2015-06-20,901,20,6,2,2015
2015-06-21,902,21,6,2,2015
2015-06-22,903,22,6,2,2015
2015-06-23,904,23,6,2,2015
2015-06-24,905,24,6,2,2015
2015-06-25,906,25,6,2,2015
2015-06-26,907,26,6,2,2015
2015-06-27,908,27,6,2,2015
2015-06-28,909,28,6,2,2015
2015-06-29,910,29,6,2,2015
2015-06-30,911,30,6,2,2015
2015-07-01,912,1,7,3,2015
2015-07-02,913,2,7,3,2015
2015-07-03,914,3,7,3,2015
2015-07-04,915,4,7,3,2015
2015-07-05,916,5,7,3,2015
2015-07-06,917,6,7,3,2015
2015-07-07,918,7,7,3,2015
2015-07-08,919,8,7,3,2015
2015-07-09,920,9,7,3,2015
2015-07-10,921,10,7,3,2015
2015-07-11,922,11,7,3,2015
2015-07-12,923,12,7,3,2015
2015-07-13,924,13,7,3,2015
2015-07-14,925,14,7,3,2015
2015-07-15,926,15,7,3,2015
2015-07-16,927,16,7,3,2015
2015-07-17,928,17,7,3,2015
2015-07-18,929,18,7,3,2015
2015-07-19,930,19,7,3,2015
2015-07-20,931,20,7,3,2015
2015-07-21,932,21,7,3,2015
2015-07-22,933,22,7,3,2015
2015-07-23,934,23,7,3,2015
2015-07-24,935,24,7,3,2015
2015-07-25,936,25,7,3,2015
2015-07-26,937,26,7,3,2015
2015-07-27,938,27,7,3,2015
2015-07-28,939,28,7,3,2015
2015-07-29,940,29,7,3,2015
2015-07-30,941,30,7,3,2015
2015-07-31,942,31,7,3,2015
2015-08-01,943,1,8,3,2015
2015-08-02,944,2,8,3,2015
2015-08-03,945,3,8,3,2015
2015-08-04,946,4,8,3,2015
2015-08-05,947,5,8,3,2015
2015-08-06,948,6,8,3,2015
2015-08-07,949,7,8,3,2015
2015-08-08,950,8,8,3,2015
2015-08-09,951,9,8,3,2015
2015-08-10,952,10,8,3,2015
2015-08-11,953,11,8,3,2015
2015-08-12,954,12,8,3,2015
2015-08-13,955,13,8,3,2015
2015-08-14,956,14,8,3,2015
2015-08-15,957,15,8,3,2015
2015-08-16,958,16,8,3,2015
2015-08-17,959,17,8,3,2015
2015-08-18,960,18,8,3,2015
2015-08-19,961,19,8,3,2015
2015-08-20,962,20,8,3,2015
2015-08-21,963,21,8,3,2015
2015-08-22,964,22,8,3,2015
2015-08-23,965,23,8,3,2015
2015-08-24,966,24,8,3,2015
2015-08-25,967,25,8,3,2015
2015-08-26,968,26,8,3,2015
2015-08-27,969,27,8,3,2015
2015-08-28,970,28,8,3,2015
2015-08-29,971,29,8,3,2015
2015-08-30,972,30,8,3,2015
2015-08-31,973,31,8,3,2015
2015-09-01,974,1,9,3,2015
2015-09-02,975,2,9,3,2015
2015-09-03,976,3,9,3,2015
2015-09-04,977,4,9,3,2015
2015-09-05,978,5,9,3,2015
2015-09-06,979,6,9,3,2015
2015-09-07,980,7,9,3,2015
2015-09-08,981,8,9,3,2015
2015-09-09,982,9,9,3,2015
2015-09-10,983,10,9,3,2015
2015-09-11,984,11,9,3,2015
2015-09-12,985,12,9,3,2015
2015-09-13,986,13,9,3,2015
2015-09-14,987,14,9,3,2015
2015-09-15,988,15,9,3,2015
2015-09-16,989,16,9,3,2015
2015-09-17,990,17,9,3,2015
2015-09-18,991,18,9,3,2015
2015-09-19,992,19,9,3,2015
2015-09-20,993,20,9,3,2015
2015-09-21,994,21,9,3,2015
2015-09-22,995,22,9,3,2015
2015-09-23,996,23,9,3,2015
2015-09-24,997,24,9,3,2015
2015-09-25,998,25,9,3,2015
2015-09-26,999,26,9,3,2015
2015-09-27,1000,27,9,3,2015
2015-09-28,1001,28,9,3,2015
2015-09-29,1002,29,9,3,2015
2015-09-30,1003,30,9,3,2015
2015-10-01,1004,1,10,4,2015
2015-10-02,1005,2,10,4,2015
2015-10-03,1006,3,10,4,2015
2015-10-04,1007,4,10,4,2015
2015-10-05,1008,5,10,4,2015
2015-10-06,1009,6,10,4,2015
2015-10-07,1010,7,10,4,2015
2015-10-08,1011,8,10,4,2015
2015-10-09,1012,9,10,4,2015
2015-10-10,1013,10,10,4,2015
2015-10-11,1014,11,10,4,2015
2015-10-12,1015,12,10,4,2015
2015-10-13,1016,13,10,4,2015
2015-10-14,1017,14,10,4,2015
2015-10-15,1018,15,10,4,2015
2015-10-16,1019,16,10,4,2015
2015-10-17,1020,17,10,4,2015
2015-10-18,1021,18,10,4,2015
2015-10-19,1022,19,10,4,2015
2015-10-20,1023,20,10,4,2015
2015-10-21,1024,21,10,4,2015
2015-10-22,1025,22,10,4,2015
2015-10-23,1026,23,10,4,2015
2015-10-24,1027,24,10,4,2015
2015-10-25,1028,25,10,4,2015
2015-10-26,1029,26,10,4,2015
2015-10-27,1030,27,10,4,2015
2015-10-28,1031,28,10,4,2015
2015-10-29,1032,29,10,4,2015
2015-10-30,1033,30,10,4,2015
2015-10-31,1034,31,10,4,2015
2015-11-01,1035,1,11,4,2015
2015-11-02,1036,2,11,4,2015
2015-11-03,1037,3,11,4,2015
2015-11-04,1038,4,11,4,2015
2015-11-05,1039,5,11,4,2015
2015-11-06,1040,6,11,4,2015
2015-11-07,1041,7,11,4,2015
2015-11-08,1042,8,11,4,2015
2015-11-09,1043,9,11,4,2015
2015-11-10,1044,10,11,4,2015
2015-11-11,1045,11,11,4,2015
2015-11-12,1046,12,11,4,2015
2015-11-13,1047,13,11,4,2015
2015-11-14,1048,14,11,4,2015
2015-11-15,1049,15,11,4,2015
2015-11-16,1050,16,11,4,2015
2015-11-17,1051,17,11,4,2015
2015-11-18,1052,18,11,4,2015
2015-11-19,1053,19,11,4,2015
2015-11-20,1054,20,11,4,2015
2015-11-21,1055,21,11,4,2015
2015-11-22,1056,22,11,4,2015
2015-11-23,1057,23,11,4,2015
2015-11-24,1058,24,11,4,2015
2015-11-25,1059,25,11,4,2015
2015-11-26,1060,26,11,4,2015
2015-11-27,1061,27,11,4,2015
2015-11-28,1062,28,11,4,2015
2015-11-29,1063,29,11,4,2015
2015-11-30,1064,30,11,4,2015
2015-12-01,1065,1,12,4,2015
2015-12-02,1066,2,12,4,2015
2015-12-03,1067,3,12,4,2015
2015-12-04,1068,4,12,4,2015
2015-12-05,1069,5,12,4,2015
2015-12-06,1070,6,12,4,2015
2015-12-07,1071,7,12,4,2015
2015-12-08,1072,8,12,4,2015
2015-12-09,1073,9,12,4,2015
2015-12-10,1074,10,12,4,2015
2015-12-11,1075,11,12,4,2015
2015-12-12,1076,12,12,4,2015
2015-12-13,1077,13,12,4,2015
2015-12-14,1078,14,12,4,2015
2015-12-15,1079,15,12,4,2015
2015-12-16,1080,16,12,4,2015
2015-12-17,1081,17,12,4,2015
2015-12-18,1082,18,12,4,2015
2015-12-19,1083,19,12,4,2015
2015-12-20,1084,20,12,4,2015
2015-12-21,1085,21,12,4,2015
2015-12-22,1086,22,12,4,2015
2015-12-23,1087,23,12,4,2015
2015-12-24,1088,24,12,4,2015
2015-12-25,1089,25,12,4,2015
2015-12-26,1090,26,12,4,2015
2015-12-27,1091,27,12,4,2015
2015-12-28,1092,28,12,4,2015
2015-12-29,1093,29,12,4,2015
2015-12-30,1094,30,12,4,2015
2015-12-31,1095,31,12,4,2015
2016-01-01,1096,1,1,1,2016
2016-01-02,1097,2,1,1,2016
2016-01-03,1098,3,1,1,2016
2016-01-04,1099,4,1,1,2016
2016-01-05,1100,5,1,1,2016
2016-01-06,1101,6,1,1,2016
2016-01-07,1102,7,1,1,2016
2016-01-08,1103,8,1,1,2016
2016-01-09,1104,9,1,1,2016
2016-01-10,1105,10,1,1,2016
2016-01-11,1106,11,1,1,2016
2016-01-12,1107,12,1,1,2016
2016-01-13,1108,13,1,1,2016
2016-01-14,1109,14,1,1,2016
2016-01-15,1110,15,1,1,2016
2016-01-16,1111,16,1,1,2016
2016-01-17,1112,17,1,1,2016
2016-01-18,1113,18,1,1,2016
2016-01-19,1114,19,1,1,2016
2016-01-20,1115,20,1,1,2016
2016-01-21,1116,21,1,1,2016
2016-01-22,1117,22,1,1,2016
2016-01-23,1118,23,1,1,2016
2016-01-24,1119,24,1,1,2016
2016-01-25,1120,25,1,1,2016
2016-01-26,1121,26,1,1,2016
2016-01-27,1122,27,1,1,2016
2016-01-28,1123,28,1,1,2016
2016-01-29,1124,29,1,1,2016
2016-01-30,1125,30,1,1,2016
2016-01-31,1126,31,1,1,2016
2016-02-01,1127,1,2,1,2016
2016-02-02,1128,2,2,1,2016
2016-02-03,1129,3,2,1,2016
2016-02-04,1130,4,2,1,2016
2016-02-05,1131,5,2,1,2016
2016-02-06,1132,6,2,1,2016
2016-02-07,1133,7,2,1,2016
2016-02-08,1134,8,2,1,2016
2016-02-09,1135,9,2,1,2016
2016-02-10,1136,10,2,1,2016
2016-02-11,1137,11,2,1,2016
2016-02-12,1138,12,2,1,2016
2016-02-13,1139,13,2,1,2016
2016-02-14,1140,14,2,1,2016
2016-02-15,1141,15,2,1,2016
2016-02-16,1142,16,2,1,2016
2016-02-17,1143,17,2,1,2016
2016-02-18,1144,18,2,1,2016
2016-02-19,1145,19,2,1,2016
2016-02-20,1146,20,2,1,2016
2016-02-21,1147,21,2,1,2016
2016-02-22,1148,22,2,1,2016
2016-02-23,1149,23,2,1,2016
2016-02-24,1150,24,2,1,2016
2016-02-25,1151,25,2,1,2016
2016-02-26,1152,26,2,1,2016
2016-02-27,1153,27,2,1,2016
2016-02-28,1154,28,2,1,2016
2016-02-29,1155,29,2,1,2016
2016-03-01,1156,1,3,1,2016
2016-03-02,1157,2,3,1,2016
2016-03-03,1158,3,3,1,2016
2016-03-04,1159,4,3,1,2016
2016-03-05,1160,5,3,1,2016
2016-03-06,1161,6,3,1,2016
2016-03-07,1162,7,3,1,2016
2016-03-08,1163,8,3,1,2016
2016-03-09,1164,9,3,1,2016
2016-03-10,1165,10,3,1,2016
2016-03-11,1166,11,3,1,2016
2016-03-12,1167,12,3,1,2016
2016-03-13,1168,13,3,1,2016
2016-03-14,1169,14,3,1,2016
2016-03-15,1170,15,3,1,2016
2016-03-16,1171,16,3,1,2016
2016-03-17,1172,17,3,1,2016
2016-03-18,1173,18,3,1,2016
2016-03-19,1174,19,3,1,2016
2016-03-20,1175,20,3,1,2016
2016-03-21,1176,21,3,1,2016
2016-03-22,1177,22,3,1,2016
2016-03-23,1178,23,3,1,2016
2016-03-24,1179,24,3,1,2016
2016-03-25,1180,25,3,1,2016
2016-03-26,1181,26,3,1,2016
2016-03-27,1182,27,3,1,2016
2016-03-28,1183,28,3,1,2016
2016-03-29,1184,29,3,1,2016
2016-03-30,1185,30,3,1,2016
2016-03-31,1186,31,3,1,2016
2016-04-01,1187,1,4,2,2016
2016-04-02,1188,2,4,2,2016
2016-04-03,1189,3,4,2,2016
2016-04-04,1190,4,4,2,2016
2016-04-05,1191,5,4,2,2016
2016-04-06,1192,6,4,2,2016
2016-04-07,1193,7,4,2,2016
2016-04-08,1194,8,4,2,2016
2016-04-09,1195,9,4,2,2016
2016-04-10,1196,10,4,2,2016
2016-04-11,1197,11,4,2,2016
2016-04-12,1198,12,4,2,2016
2016-04-13,1199,13,4,2,2016
2016-04-14,1200,14,4,2,2016
2016-04-15,1201,15,4,2,2016
2016-04-16,1202,16,4,2,2016
2016-04-17,1203,17,4,2,2016
2016-04-18,1204,18,4,2,2016
2016-04-19,1205,19,4,2,2016
2016-04-20,1206,20,4,2,2016
2016-04-21,1207,21,4,2,2016
2016-04-22,1208,22,4,2,2016
2016-04-23,1209,23,4,2,2016
2016-04-24,1210,24,4,2,2016
2016-04-25,1211,25,4,2,2016
2016-04-26,1212,26,4,2,2016
2016-04-27,1213,27,4,2,2016
2016-04-28,1214,28,4,2,2016
2016-04-29,1215,29,4,2,2016
2016-04-30,1216,30,4,2,2016
2016-05-01,1217,1,5,2,2016
2016-05-02,1218,2,5,2,2016
2016-05-03,1219,3,5,2,2016
2016-05-04,1220,4,5,2,2016
2016-05-05,1221,5,5,2,2016
2016-05-06,1222,6,5,2,2016
2016-05-07,1223,7,5,2,2016
2016-05-08,1224,8,5,2,2016
2016-05-09,1225,9,5,2,2016
2016-05-10,1226,10,5,2,2016
2016-05-11,1227,11,5,2,2016
2016-05-12,1228,12,5,2,2016
2016-05-13,1229,13,5,2,2016
2016-05-14,1230,14,5,2,2016
2016-05-15,1231,15,5,2,2016
2016-05-16,1232,16,5,2,2016
2016-05-17,1233,17,5,2,2016
2016-05-18,1234,18,5,2,2016
2016-05-19,1235,19,5,2,2016
2016-05-20,1236,20,5,2,2016
2016-05-21,1237,21,5,2,2016
2016-05-22,1238,22,5,2,2016
2016-05-23,1239,23,5,2,2016
2016-05-24,1240,24,5,2,2016
2016-05-25,1241,25,5,2,2016
2016-05-26,1242,26,5,2,2016
2016-05-27,1243,27,5,2,2016
2016-05-28,1244,28,5,2,2016
2016-05-29,1245,29,5,2,2016
2016-05-30,1246,30,5,2,2016
2016-05-31,1247,31,5,2,2016
2016-06-01,1248,1,6,2,2016
2016-06-02,1249,2,6,2,2016
2016-06-03,1250,3,6,2,2016
2016-06-04,1251,4,6,2,2016
2016-06-05,1252,5,6,2,2016
2016-06-06,1253,6,6,2,2016
2016-06-07,1254,7,6,2,2016
2016-06-08,1255,8,6,2,2016
2016-06-09,1256,9,6,2,2016
2016-06-10,1257,10,6,2,2016
2016-06-11,1258,11,6,2,2016
2016-06-12,1259,12,6,2,2016
2016-06-13,1260,13,6,2,2016
2016-06-14,1261,14,6,2,2016
2016-06-15,1262,15,6,2,2016
2016-06-16,1263,16,6,2,2016
2016-06-17,1264,17,6,2,2016
2016-06-18,1265,18,6,2,2016
2016-06-19,1266,19,6,2,2016
2016-06-20,1267,20,6,2,2016
2016-06-21,1268,21,6,2,2016
2016-06-22,1269,22,6,2,2016
2016-06-23,1270,23,6,2,2016
2016-06-24,1271,24,6,2,2016
2016-06-25,1272,25,6,2,2016
2016-06-26,1273,26,6,2,2016
2016-06-27,1274,27,6,2,2016
2016-06-28,1275,28,6,2,2016
2016-06-29,1276,29,6,2,2016
2016-06-30,1277,30,6,2,2016
2016-07-01,1278,1,7,3,2016
2016-07-02,1279,2,7,3,2016
2016-07-03,1280,3,7,3,2016
2016-07-04,1281,4,7,3,2016
2016-07-05,1282,5,7,3,2016
2016-07-06,1283,6,7,3,2016
2016-07-07,1284,7,7,3,2016
2016-07-08,1285,8,7,3,2016
2016-07-09,1286,9,7,3,2016
2016-07-10,1287,10,7,3,2016
2016-07-11,1288,11,7,3,2016
2016-07-12,1289,12,7,3,2016
2016-07-13,1290,13,7,3,2016
2016-07-14,1291,14,7,3,2016
2016-07-15,1292,15,7,3,2016
2016-07-16,1293,16,7,3,2016
2016-07-17,1294,17,7,3,2016
2016-07-18,1295,18,7,3,2016
2016-07-19,1296,19,7,3,2016
2016-07-20,1297,20,7,3,2016
2016-07-21,1298,21,7,3,2016
2016-07-22,1299,22,7,3,2016
2016-07-23,1300,23,7,3,2016
2016-07-24,1301,24,7,3,2016
2016-07-25,1302,25,7,3,2016
2016-07-26,1303,26,7,3,2016
2016-07-27,1304,27,7,3,2016
2016-07-28,1305,28,7,3,2016
2016-07-29,1306,29,7,3,2016
2016-07-30,1307,30,7,3,2016
2016-07-31,1308,31,7,3,2016
2016-08-01,1309,1,8,3,2016
2016-08-02,1310,2,8,3,2016
2016-08-03,1311,3,8,3,2016
2016-08-04,1312,4,8,3,2016
2016-08-05,1313,5,8,3,2016
2016-08-06,1314,6,8,3,2016
2016-08-07,1315,7,8,3,2016
2016-08-08,1316,8,8,3,2016
2016-08-09,1317,9,8,3,2016
2016-08-10,1318,10,8,3,2016
2016-08-11,1319,11,8,3,2016
2016-08-12,1320,12,8,3,2016
2016-08-13,1321,13,8,3,2016
2016-08-14,1322,14,8,3,2016
2016-08-15,1323,15,8,3,2016
2016-08-16,1324,16,8,3,2016
2016-08-17,1325,17,8,3,2016
2016-08-18,1326,18,8,3,2016
2016-08-19,1327,19,8,3,2016
2016-08-20,1328,20,8,3,2016
2016-08-21,1329,21,8,3,2016
2016-08-22,1330,22,8,3,2016
2016-08-23,1331,23,8,3,2016
2016-08-24,1332,24,8,3,2016
2016-08-25,1333,25,8,3,2016
2016-08-26,1334,26,8,3,2016
2016-08-27,1335,27,8,3,2016
2016-08-28,1336,28,8,3,2016
2016-08-29,1337,29,8,3,2016
2016-08-30,1338,30,8,3,2016
2016-08-31,1339,31,8,3,2016
2016-09-01,1340,1,9,3,2016
2016-09-02,1341,2,9,3,2016
2016-09-03,1342,3,9,3,2016
2016-09-04,1343,4,9,3,2016
2016-09-05,1344,5,9,3,2016
2016-09-06,1345,6,9,3,2016
2016-09-07,1346,7,9,3,2016
2016-09-08,1347,8,9,3,2016
2016-09-09,1348,9,9,3,2016
2016-09-10,1349,10,9,3,2016
2016-09-11,1350,11,9,3,2016
2016-09-12,1351,12,9,3,2016
2016-09-13,1352,13,9,3,2016
2016-09-14,1353,14,9,3,2016
2016-09-15,1354,15,9,3,2016
2016-09-16,1355,16,9,3,2016
2016-09-17,1356,17,9,3,2016
2016-09-18,1357,18,9,3,2016
2016-09-19,1358,19,9,3,2016
2016-09-20,1359,20,9,3,2016
2016-09-21,1360,21,9,3,2016
2016-09-22,1361,22,9,3,2016
2016-09-23,1362,23,9,3,2016
2016-09-24,1363,24,9,3,2016
2016-09-25,1364,25,9,3,2016
2016-09-26,1365,26,9,3,2016
2016-09-27,1366,27,9,3,2016
2016-09-28,1367,28,9,3,2016
2016-09-29,1368,29,9,3,2016
2016-09-30,1369,30,9,3,2016
2016-10-01,1370,1,10,4,2016
2016-10-02,1371,2,10,4,2016
2016-10-03,1372,3,10,4,2016
2016-10-04,1373,4,10,4,2016
2016-10-05,1374,5,10,4,2016
2016-10-06,1375,6,10,4,2016
2016-10-07,1376,7,10,4,2016
2016-10-08,1377,8,10,4,2016
2016-10-09,1378,9,10,4,2016
2016-10-10,1379,10,10,4,2016
2016-10-11,1380,11,10,4,2016
2016-10-12,1381,12,10,4,2016
2016-10-13,1382,13,10,4,2016
2016-10-14,1383,14,10,4,2016
2016-10-15,1384,15,10,4,2016
2016-10-16,1385,16,10,4,2016
2016-10-17,1386,17,10,4,2016
2016-10-18,1387,18,10,4,2016
2016-10-19,1388,19,10,4,2016
2016-10-20,1389,20,10,4,2016
2016-10-21,1390,21,10,4,2016
2016-10-22,1391,22,10,4,2016
2016-10-23,1392,23,10,4,2016
2016-10-24,1393,24,10,4,2016
2016-10-25,1394,25,10,4,2016
2016-10-26,1395,26,10,4,2016
2016-10-27,1396,27,10,4,2016
2016-10-28,1397,28,10,4,2016
2016-10-29,1398,29,10,4,2016
2016-10-30,1399,30,10,4,2016
2016-10-31,1400,31,10,4,2016
2016-11-01,1401,1,11,4,2016
2016-11-02,1402,2,11,4,2016
2016-11-03,1403,3,11,4,2016
2016-11-04,1404,4,11,4,2016
2016-11-05,1405,5,11,4,2016
2016-11-06,1406,6,11,4,2016
2016-11-07,1407,7,11,4,2016
2016-11-08,1408,8,11,4,2016
2016-11-09,1409,9,11,4,2016
2016-11-10,1410,10,11,4,2016
2016-11-11,1411,11,11,4,2016
2016-11-12,1412,12,11,4,2016
2016-11-13,1413,13,11,4,2016
2016-11-14,1414,14,11,4,2016
2016-11-15,1415,15,11,4,2016
2016-11-16,1416,16,11,4,2016
2016-11-17,1417,17,11,4,2016
2016-11-18,1418,18,11,4,2016
2016-11-19,1419,19,11,4,2016
2016-11-20,1420,20,11,4,2016
2016-11-21,1421,21,11,4,2016
2016-11-22,1422,22,11,4,2016
2016-11-23,1423,23,11,4,2016
2016-11-24,1424,24,11,4,2016
2016-11-25,1425,25,11,4,2016
2016-11-26,1426,26,11,4,2016
2016-11-27,1427,27,11,4,2016
2016-11-28,1428,28,11,4,2016
2016-11-29,1429,29,11,4,2016
2016-11-30,1430,30,11,4,2016
2016-12-01,1431,1,12,4,2016
2016-12-02,1432,2,12,4,2016
2016-12-03,1433,3,12,4,2016
2016-12-04,1434,4,12,4,2016
2016-12-05,1435,5,12,4,2016
2016-12-06,1436,6,12,4,2016
2016-12-07,1437,7,12,4,2016
2016-12-08,1438,8,12,4,2016
2016-12-09,1439,9,12,4,2016
2016-12-10,1440,10,12,4,2016
2016-12-11,1441,11,12,4,2016
2016-12-12,1442,12,12,4,2016
2016-12-13,1443,13,12,4,2016
2016-12-14,1444,14,12,4,2016
2016-12-15,1445,15,12,4,2016
2016-12-16,1446,16,12,4,2016
2016-12-17,1447,17,12,4,2016
2016-12-18,1448,18,12,4,2016
2016-12-19,1449,19,12,4,2016
2016-12-20,1450,20,12,4,2016
2016-12-21,1451,21,12,4,2016
2016-12-22,1452,22,12,4,2016
2016-12-23,1453,23,12,4,2016
2016-12-24,1454,24,12,4,2016
2016-12-25,1455,25,12,4,2016
2016-12-26,1456,26,12,4,2016
2016-12-27,1457,27,12,4,2016
2016-12-28,1458,28,12,4,2016
2016-12-29,1459,29,12,4,2016
2016-12-30,1460,30,12,4,2016
2016-12-31,1461,31,12,4,2016
2017-01-01,1462,1,1,1,2017
2017-01-02,1463,2,1,1,2017
2017-01-03,1464,3,1,1,2017
2017-01-04,1465,4,1,1,2017
2017-01-05,1466,5,1,1,2017
2017-01-06,1467,6,1,1,2017
2017-01-07,1468,7,1,1,2017
2017-01-08,1469,8,1,1,2017
2017-01-09,1470,9,1,1,2017
2017-01-10,1471,10,1,1,2017
2017-01-11,1472,11,1,1,2017
2017-01-12,1473,12,1,1,2017
2017-01-13,1474,13,1,1,2017
2017-01-14,1475,14,1,1,2017
2017-01-15,1476,15,1,1,2017
2017-01-16,1477,16,1,1,2017
2017-01-17,1478,17,1,1,2017
2017-01-18,1479,18,1,1,2017
2017-01-19,1480,19,1,1,2017
2017-01-20,1481,20,1,1,2017
2017-01-21,1482,21,1,1,2017
2017-01-22,1483,22,1,1,2017
2017-01-23,1484,23,1,1,2017
2017-01-24,1485,24,1,1,2017
2017-01-25,1486,25,1,1,2017
2017-01-26,1487,26,1,1,2017
2017-01-27,1488,27,1,1,2017
2017-01-28,1489,28,1,1,2017
2017-01-29,1490,29,1,1,2017
2017-01-30,1491,30,1,1,2017
2017-01-31,1492,31,1,1,2017
2017-02-01,1493,1,2,1,2017
2017-02-02,1494,2,2,1,2017
2017-02-03,1495,3,2,1,2017
2017-02-04,1496,4,2,1,2017
2017-02-05,1497,5,2,1,2017
2017-02-06,1498,6,2,1,2017
2017-02-07,1499,7,2,1,2017
2017-02-08,1500,8,2,1,2017
2017-02-09,1501,9,2,1,2017
2017-02-10,1502,10,2,1,2017
2017-02-11,1503,11,2,1,2017
2017-02-12,1504,12,2,1,2017
2017-02-13,1505,13,2,1,2017
2017-02-14,1506,14,2,1,2017
2017-02-15,1507,15,2,1,2017
2017-02-16,1508,16,2,1,2017
2017-02-17,1509,17,2,1,2017
2017-02-18,1510,18,2,1,2017
2017-02-19,1511,19,2,1,2017
2017-02-20,1512,20,2,1,2017
2017-02-21,1513,21,2,1,2017
2017-02-22,1514,22,2,1,2017
2017-02-23,1515,23,2,1,2017
2017-02-24,1516,24,2,1,2017
